age_grp,rank,use_time
30,321,48.62485034
30,322,53.69426827
30,323,36.07072828
30,324,43.94234332
30,325,38.35841116
30,326,64.12300975
30,327,54.84977281
30,328,34.100667
30,329,48.57654103
30,330,41.27488785
30,331,64.51292105
30,332,32.34264984
30,333,42.69195995
30,334,66.0723169
30,335,37.45913579
30,336,67.40498549
30,337,69.86170699
30,338,58.36278816
30,339,61.85342641
30,340,56.52980486
30,341,55.71818024
30,342,58.19686499
30,343,62.24346965
30,344,51.93230552
30,345,38.70646788
30,346,53.52525148
30,347,69.81156208
30,348,60.52590474
30,349,52.87440339
30,350,36.338679
30,351,59.58675652
30,352,39.61129561
30,353,65.14231717
30,354,33.05716188
30,355,65.32610905
30,356,57.24293738
30,357,68.85593936
30,358,40.05650474
30,359,47.59150923
30,360,49.68785975
30,361,36.98028946
30,362,68.63441732
30,363,70.11484601
30,364,42.5390765
30,365,46.77355422
30,366,46.3726138
30,367,68.05814366
30,368,31.96281742
30,369,56.95424621
30,370,40.99829241
30,371,33.21641565
30,372,52.82786821
30,373,58.79419504
30,374,61.42620864
30,375,33.92991895
30,376,57.2038349
30,377,65.18817781
30,378,54.64584427
30,379,33.83140759
30,380,42.57461956
30,381,60.60766685
30,382,56.86318099
30,383,47.9173438
30,384,58.13385461
30,385,44.98693857
30,386,54.15669514
30,387,62.259645
30,388,62.48369078
30,389,42.23554013
30,390,61.80034722
30,391,54.28964291
30,392,46.9392384
30,393,38.2375387
30,394,32.05030734
30,395,47.70487178
30,396,47.05561403
30,397,70.63359541
30,398,53.72403185
30,399,61.88898703
30,400,68.01162811
30,401,44.49876427
30,402,52.74726538
30,403,51.95190439
30,404,44.10478072
30,405,42.48673162
30,406,40.04177061
30,407,34.37160373
30,408,46.25615251
30,409,38.84484969
30,410,38.34169212
30,411,65.82865732
30,412,39.6138673
30,413,41.98407083
30,414,38.36556541
30,415,58.93081788
30,416,41.67590421
30,417,35.38134348
30,418,56.9686837
30,419,43.05564275
30,420,56.79995573
30,421,47.90824678
30,422,32.79281343
30,423,45.41866161
30,424,65.16306349
30,425,57.04350662
30,426,53.78324084
30,427,62.49877212
30,428,45.60353146
30,429,65.86726497
30,430,31.15604948
30,431,32.89213017
30,432,70.55303965
30,433,54.85525726
30,434,55.59714223
30,435,52.99256284
30,436,31.79225232
30,437,70.1525641
30,438,52.93467123
30,439,68.02787863
30,440,61.01388039
30,441,34.5654958
30,442,41.55208831
30,443,69.33290633
30,444,55.68067868
30,445,38.5141624
30,446,45.41281531
30,447,57.21847648
30,448,52.75376338
30,449,42.8609005
30,450,45.6760182
30,451,34.26974941
30,452,53.68090797
30,453,42.55670056
30,454,58.62067467
30,455,56.45812107
30,456,61.779096
30,457,59.29046355
30,458,59.61471887
30,459,64.3431982
30,460,38.44432623
30,461,70.85366544
30,462,35.56577425
30,463,34.79308681
30,464,52.90977164
30,465,39.24073807
30,466,69.59553613
30,467,50.36404022
30,468,46.93442718
30,469,38.76709159
30,470,52.17222124
30,471,64.22948606
30,472,59.40868959
30,473,55.97415497
30,474,52.21998046
30,475,51.35973808
30,476,45.81147174
30,477,44.68231288
30,478,38.53877041
30,479,63.62064389
30,480,34.3880235
30,481,62.48188124
30,482,39.38295656
30,483,45.93231877
30,484,66.81987862
30,485,68.1876781
30,486,68.98589071
30,487,70.85655715
30,488,46.02576815
30,489,41.51590941
30,490,55.35337543
30,491,61.21283442
30,492,35.30031753
30,493,31.87882448
30,494,48.0200774
30,495,67.22757324
30,496,51.36298683
30,497,56.97468454
30,498,45.45822364
30,499,53.17089739
30,500,64.90388828
30,501,59.349713
30,502,32.90970972
30,503,48.06737589
30,504,46.10207134
30,505,39.58901429
30,506,45.1466357
30,507,52.51770719
30,508,64.17971057
30,509,46.62171943
30,510,37.69220202
30,511,54.69944984
30,512,56.52397626
30,513,66.09469016
30,514,37.92354379
30,515,65.08870076
30,516,43.19098931
30,517,64.61351442
30,518,38.87015118
30,519,56.02047381
30,520,70.43937911
30,521,36.84174742
30,522,76.0701425
30,523,31.57508059
30,524,64.34893397
30,525,38.06175898
30,526,34.24028308
30,527,41.12719763
30,528,61.63830089
30,529,45.18476841
30,530,57.8411167
30,531,45.11728729
30,532,67.26843671
30,533,34.12762101
30,534,40.42301986
30,535,87.01471794
30,536,39.29524227
30,537,67.58326963
30,538,64.19112306
30,539,58.53489038
30,540,59.68949519
30,541,48.33244779
30,542,37.73583154
30,543,39.47566063
30,544,31.61160731
30,545,46.3122655
30,546,48.17048753
30,547,35.75265485
30,548,59.25157365
30,549,60.96488674
30,550,38.29074966
30,551,73.66246669
30,552,52.65071599
30,553,52.34719952
30,554,33.9115295
30,555,47.02025072
30,556,50.52031032
30,557,64.44378703
30,558,58.46524047
30,559,50.19101345
30,560,32.79711303
30,561,55.12935263
30,562,63.09290947
30,563,39.23571226
30,564,66.83004234
30,565,53.64646076
30,566,37.30156765
30,567,61.10292303
30,568,36.3501845
30,569,33.13965566
30,570,65.56761752
30,571,44.72548721
30,572,43.00542233
30,573,51.39607255
30,574,66.0264913
30,575,33.1502204
30,576,48.30452891
30,577,90.58898585
30,578,56.03027435
30,579,46.83306396
30,580,57.11505435
30,581,51.22212224
30,582,41.60956682
30,583,33.2793001
30,584,66.05868242
30,585,58.79467487
30,586,46.75691103
30,587,12.5880948
30,588,46.02919207
30,589,51.28662207
30,590,53.27475201
30,591,56.24115296
30,592,58.96440548
30,593,20.41261745
30,594,37.72985425
30,595,49.53460163
30,596,47.45415184
30,597,47.7332511
30,598,57.43881524
30,599,65.6583763
30,600,51.99843667
30,601,45.46139101
30,602,39.92598976
30,603,47.95262533
30,604,39.94540552
30,605,38.80554503
30,606,47.91139467
30,607,53.51023331
30,608,61.99507939
30,609,34.14022517
30,610,37.84869825
30,611,67.43590541
30,612,39.97518118
30,613,52.49865841
30,614,55.92921839
30,615,34.85066014
30,616,64.67249026
30,617,52.26183674
30,618,59.96764083
30,619,61.69736989
30,620,61.04510181
30,621,39.61475994
30,622,51.83564495
30,623,55.75646027
30,624,32.09309611
30,625,70.4341209
30,626,64.62030058
30,627,48.31320746
30,628,37.27563569
30,629,52.95007744
30,630,39.06721232
30,631,70.76852962
30,632,42.08850312
30,633,63.20556705
30,634,64.10400995
30,635,70.6397071
30,636,47.9219458
30,637,46.04455747
30,638,55.84094039
30,639,66.96674465
30,640,40.85827576
30,641,63.16457537
30,642,67.68059021
30,643,67.50499979
30,644,31.98949703
30,645,47.07297842
30,646,42.6829447
30,647,53.48013787
30,648,34.79737391
30,649,53.14489263
30,650,31.2100092
30,651,34.56285208
30,652,62.94509956
30,653,66.82168215
30,654,68.99540053
30,655,37.86660858
30,656,72.03374701
30,657,52.98873789
30,658,65.63438222
30,659,55.83062953
30,660,65.48780434
30,661,48.59789666
30,662,52.8794815
30,663,64.70094781
30,664,45.47897703
30,665,51.45888477
30,666,50.07230632
30,667,40.48992237
30,668,42.7523771
30,669,35.58091845
30,670,45.96375256
30,671,35.71526469
30,672,32.49787469
30,673,65.67213088
30,674,32.6580632
30,675,52.62553441
30,676,58.54251662
30,677,44.50112281
30,678,64.28062161
30,679,39.58960938
30,680,51.91224675
30,681,33.17742647
30,682,66.39352115
30,683,63.77057892
30,684,18.35927752
30,685,55.13170222
30,686,31.90310588
30,687,66.90656771
30,688,37.74986232
30,689,39.3606646
30,690,34.45425828
30,691,70.69525806
30,692,63.88858868
30,693,33.94606688
30,694,65.71794292
30,695,62.0537453
30,696,41.14922126
30,697,41.65942069
30,698,58.04566563
30,699,43.15358188
30,700,44.41386996
30,701,57.84533159
30,702,64.06524245
30,703,42.96705653
30,704,34.84082243
30,705,48.47682634
30,706,46.94301596
30,707,63.59189983
30,708,66.7001418
30,709,44.9933216
30,710,41.57705923
30,711,55.82183381
30,712,50.31350669
30,713,42.40360267
30,714,34.86540919
30,715,65.0180921
30,716,53.85212938
30,717,64.80443944
30,718,41.59734287
30,719,50.89237456
30,720,38.89730819
30,721,68.85028818
30,722,34.24522192
30,723,81.71247701
30,724,66.41104831
30,725,32.24867918
30,726,63.24665773
30,727,62.80073107
30,728,59.50160991
30,729,34.73148605
30,730,63.04045921
30,731,36.79016861
30,732,61.45890583
30,733,62.21904586
30,734,50.40408212
30,735,34.00947827
30,736,56.82525709
30,737,46.94540383
30,738,58.3889083
30,739,46.80895384
30,740,41.60912089
30,741,64.58938765
30,742,41.73908384
30,743,66.62026672
30,744,49.53743767
30,745,57.63652681
30,746,46.05754104
30,747,38.98034247
30,748,52.01172581
30,749,56.8128481
30,750,65.18708565
30,751,42.73715603
30,752,65.71559461
30,753,47.62130095
30,754,58.40226684
30,755,65.85169608
30,756,31.88083659
30,757,48.62912825
30,758,36.35367418
30,759,65.2770035
30,760,37.08118328
30,761,35.48970523
30,762,52.75000501
30,763,69.44658467
30,764,41.7442493
30,765,62.82570742
30,766,50.60399396
30,767,46.88852334
30,768,66.01272358
30,769,55.42829101
30,770,37.13652136
30,771,52.42258207
30,772,64.2218397
30,773,36.85530376
30,774,36.70965272
30,775,53.61016496
30,776,56.21482481
30,777,60.5116097
30,778,43.25960939
30,779,48.85173836
30,780,34.85895499
30,781,60.82234394
30,782,53.25494399
30,783,50.75292805
30,784,51.44371859
30,785,51.057133
30,786,50.70305906
30,787,48.61146319
30,788,42.43577345
30,789,47.56139375
30,790,69.80704579
30,791,40.91764906
30,792,53.76904101
30,793,52.64134301
30,794,41.64424025
30,795,49.02508762
30,796,49.57927433
30,797,52.79529149
30,798,43.33927047
30,799,34.52291802
30,800,59.07158974
30,801,65.73715343
30,802,57.16116922
30,803,36.70348901
30,804,46.55564056
30,805,53.20534358
30,806,43.79681922
30,807,60.59944942
30,808,74.73474473
30,809,55.6852458
30,810,37.30181963
30,811,37.42039708
30,812,68.13371246
30,813,68.01880036
30,814,45.68982797
30,815,34.9897246
30,816,35.70560372
30,817,36.86729535
30,818,45.50596356
30,819,41.56055359
30,820,51.19560436
30,821,43.68621388
30,822,68.00098105
30,823,45.2864297
30,824,34.58910447
30,825,41.7228471
30,826,58.44261284
30,827,41.18797904
30,828,36.64057033
30,829,32.898337
30,830,63.96893193
30,831,70.13703462
30,832,69.18283232
30,833,62.132323
30,834,69.75790745
30,835,44.95221942
30,836,63.32459099
30,837,51.12876519
30,838,40.60437836
30,839,47.27105877
30,840,38.07883777
30,841,67.5192274
30,842,52.58486092
30,843,56.17316828
30,844,31.37964649
30,845,59.53844593
30,846,45.93745116
30,847,47.1448543
30,848,56.8432994
30,849,62.72741052
30,850,58.77236061
30,851,58.51129063
30,852,57.54328361
30,853,70.32724899
30,854,66.0897698
30,855,40.40536062
30,856,60.56719135
30,857,49.6859946
30,858,38.80702345
30,859,64.20472432
30,860,57.44014509
30,861,49.12663051
30,862,38.85507587
30,863,39.91336498
30,864,59.9294552
30,865,63.14469701
30,866,55.77762637
30,867,39.14549616
30,868,68.45163538
30,869,59.96972215
30,870,65.61305652
30,871,49.6618303
30,872,50.47950052
30,873,40.14521469
30,874,52.2230953
30,875,61.56099638
30,876,32.4108315
30,877,34.43742158
30,878,66.66293018
30,879,48.31077815
30,880,38.22515287
30,881,50.88974964
30,882,69.07246858
30,883,36.38737777
30,884,49.22274266
30,885,58.29392298
30,886,57.59754235
30,887,31.65700478
30,888,61.15007418
30,889,43.67321789
30,890,36.60735751
30,891,50.67311099
30,892,63.73770849
30,893,35.93975669
30,894,55.37645047
30,895,44.34769307
30,896,68.43618429
30,897,51.62775173
30,898,62.71865205
30,899,63.26659553
30,900,53.2327344
30,901,36.99328315
30,902,68.61271118
30,903,52.1568366
30,904,63.20057089
30,905,38.4310723
30,906,70.87669751
30,907,47.73217951
30,908,16.78856949
30,909,63.41602601
30,910,63.68431266
30,911,33.05264563
30,912,67.09339707
30,913,47.77961267
30,914,50.36516226
30,915,51.81765916
30,916,59.27343419
30,917,31.10724069
30,918,53.13827126
30,919,39.31130835
30,920,42.09386109
30,921,34.31361274
30,922,64.7794591
30,923,49.55617906
30,924,31.9822915
30,925,41.82375138
30,926,48.41883767
30,927,66.44034591
30,928,57.49147448
30,929,50.18928375
30,930,31.39688318
30,931,42.4000298
30,932,64.09179212
30,933,59.60763532
30,934,58.10173469
30,935,35.11813612
30,936,41.66568545
30,937,67.06899563
30,938,35.04551989
30,939,32.21170934
30,940,31.7565275
30,941,60.96999564
30,942,38.64506876
30,943,66.43396289
30,944,57.59392087
30,945,68.43533701
30,946,62.80034437
30,947,65.95423068
30,948,32.63974149
30,949,38.56718987
30,950,61.79431006
30,951,68.93734978
30,952,60.73339022
30,953,67.65897064
30,954,75.27458412
30,955,60.63854243
30,956,65.90126834
30,957,47.02539906
30,958,60.6110594
30,959,65.37769431
30,960,59.56449978
30,961,42.23671087
30,962,42.78150699
30,963,39.74596472
30,964,39.27301505
30,965,34.67790934
30,966,37.1065254
30,967,32.57192188
30,968,40.94550783
30,969,37.44907512
30,970,52.91530166
30,971,32.37401294
30,972,31.42088777
30,973,70.86085565
30,974,58.53381124
30,975,40.94700023
30,976,57.13251697
30,977,48.55464764
30,978,66.50793619
30,979,54.80582681
30,980,56.07244749
30,981,70.16521647
30,982,56.92106518
30,983,61.62905833
30,984,41.30006801
30,985,60.7544865
30,986,43.13337424
30,987,68.80908806
30,988,52.35630191
30,989,33.15637595
30,990,34.94497268
30,991,52.30479901
30,992,33.2098875
30,993,55.05638122
30,994,65.91625576
30,995,51.5802192
30,996,40.20951225
30,997,34.4004332
30,998,59.72139453
30,999,33.82877357
30,1000,36.58260674
20,1,62.99554155
20,2,41.0350618
20,3,73.46894049
20,4,92.82304077
20,5,93.84490008
20,6,65.66298416
20,7,65.85463648
20,8,80.57647614
20,9,76.67999972
20,10,82.92500235
20,11,87.95482987
20,12,76.74986438
20,13,97.38659477
20,14,99.34696311
20,15,91.36613173
20,16,97.09708184
20,17,86.43104968
20,18,92.07277137
20,19,100.0621096
20,20,93.73670416
20,21,77.21448953
20,22,81.3613533
20,23,70.44223558
20,24,61.94585858
20,25,70.14286835
20,26,94.59820177
20,27,98.94528337
20,28,90.04837928
20,29,98.28032396
20,30,87.48063033
20,31,78.33470698
20,32,89.41799542
20,33,79.61957527
20,34,85.96506604
20,35,83.94323781
20,36,71.08148934
20,37,91.39585314
20,38,67.48942038
20,39,65.52221215
20,40,87.13457233
20,41,86.923771
20,42,71.60525823
20,43,64.26215983
20,44,94.94035326
20,45,72.08085884
20,46,66.99890197
20,47,97.87107562
20,48,86.34304862
20,49,68.17546322
20,50,67.02587651
20,51,94.28882896
20,52,76.65264607
20,53,97.20457311
20,54,91.13297992
20,55,85.10042465
20,56,69.33517931
20,57,61.58169077
20,58,68.97244506
20,59,91.44743795
20,60,100.4708255
20,61,74.74540543
20,62,82.95751422
20,63,85.18294453
20,64,70.8691754
20,65,45.22597583
20,66,70.44660756
20,67,79.8708183
20,68,63.87852175
20,69,61.56759931
20,70,70.64603672
20,71,98.43101648
20,72,67.6520695
20,73,99.2522952
20,74,90.68332742
20,75,94.59029492
20,76,80.32883378
20,77,80.70309225
20,78,87.10540841
20,79,69.93556789
20,80,83.5444178
20,81,81.54349909
20,82,87.82863203
20,83,88.6489136
20,84,90.31235906
20,85,95.21698505
20,86,93.40848275
20,87,73.38754406
20,88,68.38259672
20,89,69.8635927
20,90,78.6916977
20,91,86.7910995
20,92,97.96491712
20,93,74.66197731
20,94,91.14410771
20,95,100.9511767
20,96,71.59904968
20,97,95.96092365
20,98,88.4229521
20,99,64.48689196
20,100,73.82412264
20,101,88.46738876
20,102,76.89944578
20,103,87.83868484
20,104,64.45834852
20,105,99.56788584
20,106,70.47368224
20,107,67.82043644
20,108,81.08419905
20,109,98.33812374
20,110,92.73299455
20,111,64.26204442
20,112,68.29780882
20,113,100.9030709
20,114,80.46790449
20,115,65.57291059
20,116,93.80935437
20,117,82.73828371
20,118,69.0972873
20,119,76.69560439
20,120,97.84845891
20,121,97.86051657
20,122,87.4768418
20,123,68.09036776
20,124,83.01941023
20,125,84.4939496
20,126,97.16606658
20,127,89.08318969
20,128,93.52387156
20,129,69.37566555
20,130,74.10007531
20,131,87.21987717
20,132,62.65728744
20,133,98.08207964
20,134,76.44031008
20,135,94.00408753
20,136,70.33421854
20,137,68.88259861
20,138,65.62590141
20,139,92.77417122
20,140,88.79703015
20,141,98.06385715
20,142,93.39612486
20,143,77.67483526
20,144,64.85033468
20,145,93.46515255
20,146,90.77110384
20,147,87.90084501
20,148,64.58959205
20,149,91.73690351
20,150,100.4568478
20,151,88.96380934
20,152,87.44091753
20,153,71.06758208
20,154,71.78718321
20,155,97.81015276
20,156,75.18300995
20,157,80.96028609
20,158,77.08871127
20,159,97.54402982
20,160,93.17927695
20,161,88.10792922
20,162,72.46405902
20,163,90.50664008
20,164,71.76376104
20,165,78.0060586
20,166,62.40096579
20,167,80.15788499
20,168,67.82270697
20,169,64.22560813
20,170,90.06118248
20,171,71.29114513
20,172,62.3211918
20,173,83.9737005
20,174,90.21963919
20,175,63.2241013
20,176,67.45322094
20,177,76.64331271
20,178,83.04375583
20,179,63.57306628
20,180,80.30774888
20,181,88.85040748
20,182,89.87091063
20,183,67.90880617
20,184,93.258423
20,185,97.66935826
20,186,90.66490325
20,187,100.0809669
20,188,89.17737526
20,189,100.310538
20,190,87.27169818
20,191,90.77224096
20,192,82.8142258
20,193,92.50252352
20,194,72.89360703
20,195,98.81923518
20,196,80.33043981
20,197,70.00924104
20,198,87.55050127
20,199,76.18195834
20,200,95.45782396
20,201,74.44526767
20,202,89.34467344
20,203,88.72281426
20,204,68.8649043
20,205,68.46929725
20,206,65.0865653
20,207,79.57819414
20,208,64.83325286
20,209,67.46110804
20,210,78.71008407
20,211,97.01512544
20,212,80.70408595
20,213,100.407958
20,214,94.85935096
20,215,72.13973015
20,216,85.50020139
20,217,66.4434651
20,218,94.62385436
20,219,67.41557206
20,220,95.07380014
20,221,91.08606585
20,222,93.13882748
20,223,98.98608626
20,224,74.88889015
20,225,71.0347948
20,226,71.10583937
20,227,95.72052153
20,228,99.94359931
20,229,85.40604804
20,230,86.57972577
20,231,87.76776312
20,232,74.50685562
20,233,69.7627988
20,234,83.56145133
20,235,75.27984715
20,236,90.62423041
20,237,84.30165992
20,238,83.53915462
20,239,65.00159195
20,240,85.37765597
20,241,89.20243694
20,242,73.58714463
20,243,88.99126784
20,244,96.25296279
20,245,73.65838501
20,246,79.71721964
20,247,67.82505611
20,248,77.97101277
20,249,90.95061896
20,250,95.69370009
20,251,83.13340892
20,252,90.85718821
20,253,76.79607977
20,254,86.26086248
20,255,68.86211707
20,256,85.41385542
20,257,90.63089189
20,258,67.30411033
20,259,68.08444004
20,260,85.93654598
20,261,87.24280608
20,262,93.64072825
20,263,65.6488599
20,264,91.28422735
20,265,67.73073878
20,266,69.87081725
20,267,62.14216002
20,268,94.23169464
20,269,95.16995036
20,270,84.0269791
20,271,79.45910294
20,272,99.67361805
20,273,90.1426188
20,274,97.8039551
20,275,87.85422532
20,276,68.26751798
20,277,69.73612549
20,278,77.86612199
20,279,73.15318231
20,280,82.53342042
20,281,86.52821918
20,282,93.19170014
20,283,93.53296439
20,284,78.59516053
20,285,64.06914956
20,286,71.08950227
20,287,90.10894403
20,288,79.85641912
20,289,69.2845974
20,290,91.64414762
20,291,68.54690861
20,292,76.8176719
20,293,95.86675483
20,294,100.2671986
20,295,77.50692322
20,296,62.4516167
20,297,89.06206561
20,298,76.63251286
20,299,88.41813126
20,300,71.49777282
20,301,86.22560372
20,302,100.5242259
20,303,75.41970491
20,304,75.69245683
20,305,75.00575114
20,306,64.85369715
20,307,67.81722758
20,308,81.55989928
20,309,75.4326157
20,310,92.03829335
20,311,86.24136571
20,312,83.46174506
20,313,100.5379234
20,314,62.72084622
20,315,97.57073616
20,316,62.81121847
20,317,89.50513609
20,318,90.5529558
20,319,99.36322107
20,320,61.41711947
20,321,94.2387971
20,322,68.79264229
20,323,87.17348631
20,324,96.44071784
20,325,86.93894384
20,326,71.97377027
20,327,85.63168085
20,328,79.50893059
20,329,95.84978008
20,330,89.47777989
20,331,97.38557216
20,332,69.23210212
20,333,87.80883299
20,334,126.4995991
20,335,98.66075594
20,336,69.21692029
20,337,83.41659476
20,338,65.89581574
20,339,92.94064822
20,340,76.79521796
20,341,86.88080878
20,342,61.91218528
20,343,95.63309335
20,344,91.66484303
20,345,64.26396661
20,346,87.67758943
20,347,79.67032047
20,348,79.57414688
20,349,71.94828837
20,350,95.36572721
20,351,67.09296893
20,352,66.60196904
20,353,74.00028347
20,354,66.16304023
20,355,70.22578291
20,356,75.40349741
20,357,67.19282236
20,358,71.66421179
20,359,107.8658342
20,360,74.34926632
20,361,90.97056911
20,362,73.33375603
20,363,71.1661481
20,364,65.0330861
20,365,73.19404975
20,366,88.43816848
20,367,71.30118798
20,368,93.19337905
20,369,96.11575225
20,370,79.57578634
20,371,88.73944161
20,372,76.17268803
20,373,94.65050777
20,374,81.57012251
20,375,67.86088025
20,376,97.87632871
20,377,62.98519592
20,378,70.58992573
20,379,97.39095833
20,380,96.46169687
20,381,95.25919078
20,382,99.36713497
20,383,100.3159225
20,384,89.37443382
20,385,74.44368773
20,386,96.33475298
20,387,92.94147779
20,388,104.6143855
20,389,62.88031344
20,390,64.19397523
20,391,75.0651325
20,392,88.63586444
20,393,68.3279311
20,394,95.52677937
20,395,74.40820908
20,396,95.45992349
20,397,72.61985197
20,398,78.19938191
