No	year	month	day	hour	pm2_5	DEWP	TEMP	PRES	cbwd	Iws	Is	Ir
339	2010	1	15	2	30	-18	-10	1035	NW	11.62	0	0
340	2010	1	15	3	18	-19	-10	1036	NW	14.75	0	0
341	2010	1	15	4	21	-19	-9	1036	NW	19.67	0	0
342	2010	1	15	5	13	-19	-9	1036	NE	7.15	0	0
343	2010	1	15	6	23	-20	-9	1037	NE	12.96	0	0
344	2010	1	15	7	26	-19	-9	1037	NE	18.77	0	0
345	2010	1	15	8	27	-19	-8	1038	NE	22.79	0	0
346	2010	1	15	9	30	-19	-8	1039	NE	28.6	0	0
347	2010	1	15	10	28	-19	-7	1039	NE	35.75	0	0
348	2010	1	15	11	26	-18	-6	1039	NE	41.56	0	0
349	2010	1	15	12	26	-18	-5	1039	NE	45.58	0	0
350	2010	1	15	13	31	-17	-4	1038	NW	1.79	0	0
351	2010	1	15	14	35	-16	-3	1037	cv	0.89	0	0
352	2010	1	15	15	36	-17	-3	1037	cv	1.78	0	0
353	2010	1	15	16	37	-17	-2	1037	cv	2.23	0	0
354	2010	1	15	17	64	-15	-5	1036	SE	0.89	0	0
355	2010	1	15	18	83	-15	-6	1036	cv	0.89	0	0
356	2010	1	15	19	91	-15	-6	1037	cv	1.78	0	0
357	2010	1	15	20	90	-14	-6	1037	SE	1.79	0	0
358	2010	1	15	21	102	-14	-8	1036	SE	3.58	0	0
359	2010	1	15	22	94	-14	-10	1037	cv	0.89	0	0
360	2010	1	15	23	87	-15	-11	1036	cv	1.78	0	0
361	2010	1	16	0	141	-15	-11	1036	cv	2.67	0	0
362	2010	1	16	1	211	-16	-13	1036	NE	0.89	0	0
363	2010	1	16	2	242	-16	-12	1036	cv	0.89	0	0
364	2010	1	16	3	271	-16	-13	1035	NE	0.89	0	0
365	2010	1	16	4	249	-15	-12	1035	NE	1.78	0	0
366	2010	1	16	5	200	-14	-10	1034	NW	1.79	0	0
367	2010	1	16	6	147	-15	-10	1034	NW	2.68	0	0
368	2010	1	16	7	114	-15	-11	1034	NW	4.47	0	0
369	2010	1	16	8	102	-15	-11	1034	NW	6.26	0	0
370	2010	1	16	9	108	-14	-9	1034	NW	8.05	0	0
371	2010	1	16	10	135	-14	-9	1034	NW	9.84	0	0
372	2010	1	16	11	120	-13	-6	1034	cv	0.89	0	0
373	2010	1	16	12	148	-13	-5	1033	NW	1.79	0	0
374	2010	1	16	13	127	-12	-4	1031	cv	0.89	0	0
375	2010	1	16	14	128	-12	-3	1031	cv	1.78	0	0
376	2010	1	16	15	140	-12	-3	1030	cv	2.67	0	0
377	2010	1	16	16	148	-11	-3	1030	cv	3.56	0	0
378	2010	1	16	17	150	-11	-4	1031	NE	0.89	0	0
379	2010	1	16	18	154	-12	-7	1031	cv	0.89	0	0
380	2010	1	16	19	197	-12	-7	1032	cv	1.78	0	0
381	2010	1	16	20	235	-12	-8	1032	cv	2.23	0	0
382	2010	1	16	21	261	-12	-9	1032	cv	3.12	0	0
383	2010	1	16	22	269	-13	-11	1032	NW	0.89	0	0
384	2010	1	16	23	266	-14	-11	1032	NW	2.68	0	0
385	2010	1	17	0	263	-15	-12	1032	NW	5.81	0	0
386	2010	1	17	1	241	-14	-11	1032	cv	0.45	0	0
387	2010	1	17	2	205	-14	-11	1031	cv	1.34	0	0
388	2010	1	17	3	160	-14	-12	1031	NW	1.79	0	0
389	2010	1	17	4	150	-14	-12	1031	NW	3.58	0	0
390	2010	1	17	5	148	-14	-10	1030	NW	6.71	0	0
391	2010	1	17	6	208	-14	-11	1030	NW	9.84	0	0
392	2010	1	17	7	209	-15	-10	1030	NW	11.63	0	0
393	2010	1	17	8	183	-13	-10	1030	NW	14.76	0	0
394	2010	1	17	9	161	-13	-8	1030	NW	17.89	0	0
395	2010	1	17	10	182	-12	-6	1030	cv	0.45	0	0
396	2010	1	17	11	230	-11	-5	1030	cv	1.34	0	0
397	2010	1	17	12	170	-11	-4	1029	cv	2.23	0	0
398	2010	1	17	13	172	-11	-3	1028	cv	3.12	0	0
399	2010	1	17	14	154	-10	-1	1027	cv	4.01	0	0
400	2010	1	17	15	166	-11	-1	1027	cv	4.46	0	0
401	2010	1	17	16	177	-10	-1	1026	SE	0.89	0	0
402	2010	1	17	17	191	-10	-3	1026	SE	1.78	0	0
403	2010	1	17	18	212	-10	-5	1027	SE	2.67	0	0
404	2010	1	17	19	250	-10	-6	1027	NE	0.89	0	0
405	2010	1	17	20	268	-11	-7	1027	cv	0.45	0	0
406	2010	1	17	21	317	-10	-7	1027	cv	0.9	0	0
407	2010	1	17	22	291	-11	-9	1027	cv	1.35	0	0
408	2010	1	17	23	313	-12	-9	1027	NE	0.89	0	0
409	2010	1	18	0	282	-12	-10	1028	cv	0.89	0	0
410	2010	1	18	1	282	-13	-11	1028	NW	3.13	0	0
411	2010	1	18	2	303	-11	-9	1028	NW	4.92	0	0
412	2010	1	18	3	349	-13	-10	1028	NW	6.71	0	0
413	2010	1	18	4	407	-13	-11	1028	NW	7.6	0	0
414	2010	1	18	5	361	-13	-11	1027	NE	1.79	0	0
415	2010	1	18	6	234	-14	-11	1028	NW	0.89	0	0
416	2010	1	18	7	149	-14	-11	1028	NW	4.02	0	0
417	2010	1	18	8	147	-14	-11	1028	NW	5.81	0	0
418	2010	1	18	9	184	-11	-6	1028	NW	9.83	0	0
419	2010	1	18	10	161	-10	-5	1028	NW	11.62	0	0
420	2010	1	18	11	137	-9	-3	1028	NW	13.41	0	0
421	2010	1	18	12	146	-8	-1	1027	NW	15.2	0	0
422	2010	1	18	13	144	-9	0	1026	NW	16.99	0	0
423	2010	1	18	14	154	-9	1	1025	NE	1.79	0	0
424	2010	1	18	15	173	-9	1	1025	cv	0.89	0	0
425	2010	1	18	16	188	-8	1	1025	SE	0.89	0	0
426	2010	1	18	17	203	-7	-1	1025	SE	2.68	0	0
427	2010	1	18	18	233	-7	-2	1025	cv	0.89	0	0
428	2010	1	18	19	408	-7	-3	1025	SE	0.89	0	0
429	2010	1	18	20	435	-5	-2	1026	cv	0.89	0	0
430	2010	1	18	21	403	-5	-1	1026	NW	1.79	0	0
431	2010	1	18	22	360	-5	-1	1026	NW	3.58	0	0
432	2010	1	18	23	402	-6	-1	1026	cv	0.89	0	0
433	2010	1	19	0	358	-4	-1	1025	NW	1.79	0	0
434	2010	1	19	1	383	-5	-1	1024	NW	4.92	0	0
435	2010	1	19	2	332	-5	-1	1024	NW	6.71	0	0
436	2010	1	19	3	274	-5	-1	1023	NW	8.5	0	0
437	2010	1	19	4	256	-4	-1	1022	NW	10.29	0	0
438	2010	1	19	5	302	-4	-1	1021	NW	11.18	0	0
439	2010	1	19	6	330	-4	-1	1021	NW	12.07	0	0
440	2010	1	19	7	367	-4	-1	1021	NW	13.86	0	0
441	2010	1	19	8	297	-4	0	1021	cv	0.89	0	0
442	2010	1	19	9	331	-4	0	1021	NW	1.79	0	0
443	2010	1	19	10	323	-4	0	1021	cv	0.89	0	0
444	2010	1	19	11	339	-5	1	1021	NW	1.79	0	0
445	2010	1	19	12	301	-5	1	1020	cv	0.89	0	0
